registration_number,business_type,registration_date,name_in_pdf,search_name,association,source_page,match_status,match_count,official_name,corporate_number,official_address_with_postcode
7007,第３種,平成12年06月06日,株式会社ベストリザーブ,株式会社ベストリザーブ,,13,unique_match,1,株式会社ベストリザーブ,6120001095542,〒105-0002 東京都港区愛宕２丁目５番１号
7008,第３種,平成27年10月01日,株式会社シーライン東京(シンフォニーツアーズ),株式会社シーライン東京,,13,unique_match,1,株式会社シーライン東京,8010401012899,〒108-0023 東京都港区芝浦２丁目６番１号
7010,第３種,平成27年10月01日,東京アサヒグローバル株式会社,東京アサヒグローバル株式会社,ＡＮＴＡ,13,unique_match,1,東京アサヒグローバル株式会社,1010501035740,〒110-0015 東京都台東区東上野２丁目２０－１１日産ビル３階
7013,第３種,平成27年10月08日,ＪＰコミュニケーションズ株式会社,ＪＰコミュニケーションズ株式会社,,13,unique_match,1,ＪＰコミュニケーションズ株式会社,7010001162377,〒101-0047 東京都千代田区内神田１丁目２番４号
7017,第３種,平成27年10月15日,株式会社ハートプランニング(ＡＡＡＴＲＡＶＥＬ),株式会社ハートプランニング,,13,duplicate_name,9,,,
7019,第２種,平成27年10月15日,株式会社キッズナーサリートラベル,株式会社キッズナーサリートラベル,ＪＡＴＡ,13,unique_match,1,株式会社キッズナーサリートラベル,3011001107078,〒150-0043 東京都渋谷区道玄坂２丁目１５番１号
7020,第３種,平成27年10月22日,株式会社グランツーリスト,株式会社グランツーリスト,ＪＡＴＡ,13,unique_match,1,株式会社グランツーリスト,1012801016718,〒185-0014 東京都国分寺市東恋ヶ窪３丁目２０番地９－１４０７
7025,第２種,平成27年11月05日,Ｔｈｅ Ｂａｃｋｓｔｒｅｅｔ Ｇｕｉｄｅｓ株式会社,Ｔｈｅ Ｂａｃｋｓｔｒｅｅｔ Ｇｕｉｄｅｓ株式会社,ＡＮＴＡ,13,unique_match,1,Ｔｈｅ　Ｂａｃｋｓｔｒｅｅｔ　Ｇｕｉｄｅｓ株式会社,5010701025018,〒141-0022 東京都品川区東五反田５丁目２１番１５号－３階３号室
7026,第３種,平成27年11月12日,株式会社ＳＴＲＵＳＴ,株式会社ＳＴＲＵＳＴ,ＡＮＴＡ,13,duplicate_name,3,,,
7029,第３種,平成27年11月12日,株式会社イージーメディア(イージートラベル),株式会社イージーメディア,,13,unique_match,1,株式会社イージーメディア,6010401066303,〒106-0032 東京都港区六本木３丁目５番１４号
7033,第２種,平成27年11月19日,ジャパン・トラベル株式会社,ジャパン・トラベル株式会社,ＪＡＴＡ,13,unique_match,1,ジャパン・トラベル株式会社,9010401109125,〒102-0093 東京都千代田区平河町２丁目４番４号
7036,第３種,平成27年11月19日,株式会社ファイン,株式会社ファイン,,13,duplicate_name,190,,,
7038,第２種,平成27年11月19日,東京遊覧観光バス株式会社,東京遊覧観光バス株式会社,ＡＮＴＡ,13,unique_match,1,東京遊覧観光バス株式会社,5160001016529,〒133-0044 東京都江戸川区本一色２丁目１３番１６号
7048,第３種,平成27年12月10日,偉峰実業日本株式会社(偉峰トラベル),偉峰実業日本株式会社,ＪＡＴＡ,13,unique_match,1,偉峰実業日本株式会社,9010401117474,〒134-0084 東京都江戸川区東葛西５丁目５５番７号ガーデンハウス葛西２０３
7051,第２種,平成27年12月10日,株式会社ＤＯＡ　ＪＡＰＡＮ,株式会社ＤＯＡ　ＪＡＰＡＮ,ＪＡＴＡ,13,unique_match,1,株式会社ＤＯＡ　ＪＡＰＡＮ,1010001158141,〒160-0023 東京都新宿区西新宿８丁目１２番８号梅屋ビル２階
7053,第３種,平成27年12月17日,井口　和行(アイ・ケイ・トラベルサービス),井口　和行,,13,not_found,0,,,
7054,第２種,平成27年12月17日,株式会社ＡＰワールド,株式会社ＡＰワールド,ＡＮＴＡ,13,unique_match,1,株式会社ＡＰワールド,6011501020942,〒116-0001 東京都荒川区町屋８丁目１番６－４０３号
7060,第３種,平成27年12月24日,株式会社ＳａｋｕＲｅａｌ,株式会社ＳａｋｕＲｅａｌ,ＡＮＴＡ,13,unique_match,1,株式会社ＳａｋｕＲｅａｌ,3011201018637,〒164-0001 東京都中野区中野３丁目４７番１３号
7061,第３種,平成27年12月24日,ＪＣＩＴ株式会社,ＪＣＩＴ株式会社,ＡＮＴＡ,13,unique_match,1,ＪＣＩＴ株式会社,8011401018746,〒103-0007 東京都中央区日本橋浜町３丁目２３－８浜町パークハイツ２０１
7062,第３種,平成27年12月24日,株式会社アジアツーリスト,株式会社アジアツーリスト,ＡＮＴＡ,13,unique_match,1,株式会社アジアツーリスト,2010501038668,〒110-0005 東京都台東区上野３丁目３番８号ワイゼムビル６階
7067,第３種,平成28年01月07日,株式会社ワールドビジネスプラン(ワールドトラベルプラン),株式会社ワールドビジネスプラン,,13,unique_match,1,株式会社ワールドビジネスプラン,9010501038785,〒110-0015 東京都台東区東上野３丁目２８番４－７０７上野スカイハイツ
7069,第３種,平成27年12月24日,株式会社ジェイエヌシー,株式会社ジェイエヌシー,ＡＮＴＡ,13,duplicate_name,3,,,
7070,第３種,平成28年01月07日,合同会社Ｔｒｅａｓｕｒｅ　ｏｆ　ｔｈｅ　Ｅａｒｔｈ,合同会社Ｔｒｅａｓｕｒｅ　ｏｆ　ｔｈｅ　Ｅａｒｔｈ,ＪＡＴＡ,13,unique_match,1,合同会社Ｔｒｅａｓｕｒｅ　ｏｆ　ｔｈｅ　Ｅａｒｔｈ,7011303002238,〒155-0033 東京都世田谷区代田３丁目５４番地４号
7071,第３種,平成28年01月07日,株式会社セラ,株式会社セラ,ＡＮＴＡ,13,duplicate_name,21,,,
7072,第３種,平成28年01月07日,ｌａ　ｂｅｌｌｅ　ｖｉｅ株式会社,ｌａ　ｂｅｌｌｅ　ｖｉｅ株式会社,,13,unique_match,1,ｌａ　ｂｅｌｌｅ　ｖｉｅ株式会社,3011001061151,〒107-0052 東京都港区赤坂７丁目１番１６号オーク赤坂ビル５階
7073,第３種,平成28年01月07日,ディパーチャーズ株式会社,ディパーチャーズ株式会社,ＡＮＴＡ,13,duplicate_name,2,,,
7074,第２種,平成28年01月07日,株式会社とびら(トリップゲート),株式会社とびら,ＡＮＴＡ,13,duplicate_name,4,,,
7080,第３種,平成28年01月14日,株式会社Ｊｅｔ　Ｔｅａｍ,株式会社Ｊｅｔ　Ｔｅａｍ,,13,unique_match,1,株式会社Ｊｅｔ　Ｔｅａｍ,4010001148115,〒103-0012 東京都中央区日本橋堀留町１丁目１０番１１号
7081,第３種,平成28年01月14日,豊和国際株式会社(漫歩ＪＡＰＡＮ),豊和国際株式会社,ＡＮＴＡ,13,duplicate_name,2,,,
7082,第３種,平成28年01月14日,株式会社ＳＴＡＹＣＡＴＩＯＮ,株式会社ＳＴＡＹＣＡＴＩＯＮ,,13,unique_match,1,株式会社ＳＴＡＹＣＡＴＩＯＮ,3011001097609,〒156-0042 東京都世田谷区羽根木１丁目２１番１号
7083,第３種,平成28年01月14日,セドナグローバル株式会社,セドナグローバル株式会社,ＡＮＴＡ,13,unique_match,1,セドナグローバル株式会社,5011101055448,〒104-0031 東京都中央区京橋２丁目１２番９号寺沢ビル１０階
7084,第３種,平成28年01月14日,株式会社サンシャイン貿易(サンシャイントラベル),株式会社サンシャイン貿易,ＪＡＴＡ,13,unique_match,1,株式会社サンシャイン貿易,9011801019780,〒121-0057 東京都足立区神明南１丁目１番１号
7086,第３種,平成28年01月21日,有限会社ＭＥＮＴＯＲ(ＭＥＮＴＯＲ　ＴＲＡＶＥＬ),有限会社ＭＥＮＴＯＲ,,13,unique_match,1,有限会社ＭＥＮＴＯＲ,2011102030080,〒162-0065 東京都新宿区住吉町９番８号かつよしビル４階
7088,第３種,平成28年02月04日,株式会社ペガサストラベルジャパン,株式会社ペガサストラベルジャパン,ＪＡＴＡ,13,unique_match,1,株式会社ペガサストラベルジャパン,8011101075022,〒170-0013 東京都豊島区東池袋３丁目８番５号パレドール池袋３０４号室
7090,第３種,平成28年02月04日,株式会社農林水産広報センター,株式会社農林水産広報センター,,13,unique_match,1,株式会社農林水産広報センター,4010001120370,〒102-0083 東京都千代田区麹町４丁目５番地
7091,第３種,平成28年02月04日,株式会社シマネ,株式会社シマネ,,13,duplicate_name,2,,,
7099,第３種,平成28年02月18日,ＭＴＪ株式会社,ＭＴＪ株式会社,,13,duplicate_name,3,,,
7100,第３種,平成27年07月01日,株式会社Ｆ．Ｌ．Ｙ,株式会社Ｆ．Ｌ．Ｙ,,13,duplicate_name,2,,,
7101,第３種,平成28年02月18日,株式会社旅リンク,株式会社旅リンク,,13,unique_match,1,株式会社旅リンク,4013301037499,〒170-0005 東京都豊島区南大塚３丁目３６番７号南大塚Ｔ＆Ｔビル６Ｆ
7105,第３種,平成28年03月03日,株式会社海外研修プログラム(ＩＴＰ),株式会社海外研修プログラム,ＡＮＴＡ,13,unique_match,1,株式会社海外研修プログラム,4011001108348,〒107-0052 東京都港区赤坂９丁目６番４２号
7110,第３種,平成28年03月17日,株式会社ゴールド文化交流企画,株式会社ゴールド文化交流企画,,13,duplicate_name,2,,,
7111,第３種,平成28年03月17日,ボーダー株式会社,ボーダー株式会社,,13,duplicate_name,3,,,
7112,第３種,平成28年03月24日,ＣＲＥＡ株式会社(ＣＲＥＡ　ｖｏｙａｇｅ),ＣＲＥＡ株式会社,,13,duplicate_name,10,,,
7114,第３種,平成28年03月24日,株式会社パルディア,株式会社パルディア,,13,unique_match,1,株式会社パルディア,8010401024515,〒104-0061 東京都中央区銀座３丁目１５番１０号
7115,第３種,平成27年12月01日,株式会社澳林吉トラベル・ジャパン(オレンジ　トラベル・ジャパン),株式会社澳林吉トラベル・ジャパン,ＡＮＴＡ,13,unique_match,1,株式会社澳林吉トラベル・ジャパン,5030001110831,〒110-0016 東京都台東区台東２丁目１０番７号
7116,第２種,平成28年03月24日,株式会社ＪＴＢコミュニケーションデザイン,株式会社ＪＴＢコミュニケーションデザイン,ＪＡＴＡ,13,unique_match,1,株式会社ＪＴＢコミュニケーションデザイン,2010701023536,〒105-0014 東京都港区芝３丁目２３番１号
7117,第３種,平成28年03月31日,株式会社日本鳥類調査(ホビーズワールド),株式会社日本鳥類調査,,13,unique_match,1,株式会社日本鳥類調査,2010901020812,〒158-0081 東京都世田谷区深沢１丁目１９番９号
7121,第３種,平成28年03月31日,株式会社グリーンライズジャパン,株式会社グリーンライズジャパン,ＡＮＴＡ,13,unique_match,1,株式会社グリーンライズジャパン,9010801025962,〒144-0051 東京都大田区西蒲田７丁目２６番１０号第１０春野ビル５０１
7122,第３種,平成28年03月31日,エー・トップ・カンパニー株式会社,エー・トップ・カンパニー株式会社,,13,unique_match,1,エー・トップ・カンパニー株式会社,6010001150465,〒412-0003 静岡県御殿場市柴怒田９６２番地１８
7124,第３種,平成28年04月07日,株式会社エフジェイケイグローバルサービス,株式会社エフジェイケイグローバルサービス,ＡＮＴＡ,13,unique_match,1,株式会社エフジェイケイグローバルサービス,9011801031281,〒124-0011 東京都葛飾区四つ木１丁目１３番５号
7125,第２種,平成28年04月07日,東京トラベルパートナーズ株式会社,東京トラベルパートナーズ株式会社,ＡＮＴＡ,13,unique_match,1,東京トラベルパートナーズ株式会社,5011001109270,〒151-0053 東京都渋谷区代々木３丁目２２番７号新宿文化クイントビル
7127,第２種,平成28年04月07日,ＬＴＫトラベル株式会社,ＬＴＫトラベル株式会社,ＡＮＴＡ,13,unique_match,1,ＬＴＫトラベル株式会社,9240001044831,〒105-0012 東京都港区芝大門１丁目１番３３号
7128,第３種,平成28年04月07日,ＴＭ企画合同会社(ＴＭツアーズ),ＴＭ企画合同会社,ＡＮＴＡ,13,duplicate_name,6,,,
7132,第３種,平成28年04月07日,株式会社Ｗｏｒｌｄ　Ｃｒｏｓｓ,株式会社Ｗｏｒｌｄ　Ｃｒｏｓｓ,ＡＮＴＡ,13,unique_match,1,株式会社Ｗｏｒｌｄ　Ｃｒｏｓｓ,7011101070494,〒160-0022 東京都新宿区新宿７丁目１１番１号
7134,第３種,平成28年04月14日,株式会社ＫＯＮＩ　ＣＯＭＭＵＮＩＣＡＴＩＯＮＳ,株式会社ＫＯＮＩ　ＣＯＭＭＵＮＩＣＡＴＩＯＮＳ,ＡＮＴＡ,13,unique_match,1,株式会社ＫＯＮＩ　ＣＯＭＭＵＮＩＣＡＴＩＯＮＳ,5011001061686,〒101-0053 東京都千代田区神田美土代町１１－７神田美土代ビル２階
7136,第３種,平成28年04月14日,株式会社Ｌｉｆｅ　Ｐａｒｔｎｅｒｓ,株式会社Ｌｉｆｅ　Ｐａｒｔｎｅｒｓ,ＡＮＴＡ,13,duplicate_name,2,,,
